id,cycle_time_days,material_type,tool_wear_level,clean_room_pressure,layer_thickness_nm,chemical_concentration,etching_voltage,deposition_rate,humidity_level,photoresist_thickness_variation,etching_uniformity,particle_count,doping_concentration,product_defect
QK-64476,50,1,3,138,149.0,1,0,163,0,0.0,1,3.0,7.0,0
FE-54038,53,1,4,142,282.0,0,2,95,1,1.0,2,0.0,7.0,1
UX-10607,57,0,4,130,275.0,0,2,143,1,4.0,2,2.0,7.0,1
IT-07879,58,1,3,150,168.0,0,0,173,0,0.2,1,1.0,3.0,0
YI-78886,67,1,4,110,246.0,0,2,129,1,1.8,2,1.0,7.0,1
MD-84900,47,0,3,134,304.0,0,0,142,0,0.2,1,0.0,3.0,0
QF-51135,60,1,4,150,176.0,0,0,111,1,1.0,2,0.0,7.0,1
DQ-03363,45,1,2,120,229.0,0,0,166,0,0.6,1,0.0,3.0,0
KK-63033,55,0,4,180,201.0,0,2,122,1,0.0,2,1.0,3.0,1
JI-19069,58,0,4,100,318.0,0,0,123,0,1.2,2,1.0,3.0,1
SY-52576,44,0,2,112,160.0,0,0,179,0,1.4,2,0.0,3.0,0
BH-22220,60,0,4,150,244.0,0,0,160,0,1.4,3,0.0,3.0,0
MC-40125,47,1,4,122,261.0,0,2,163,0,0.2,1,0.0,7.0,1
NE-92099,44,1,4,110,264.0,0,2,177,0,0.0,1,2.0,3.0,0
LU-19357,60,1,3,117,273.0,0,0,140,1,1.8,1,1.0,3.0,1
FJ-81431,60,1,4,125,260.0,1,0,162,1,0.6,1,0.0,7.0,1
HZ-43882,67,1,1,134,231.0,1,0,151,0,3.8,3,0.0,7.0,1
FA-33968,42,1,2,120,309.0,0,0,194,1,0.0,1,0.0,3.0,0
LD-75568,42,0,4,110,265.0,0,2,158,0,0.0,1,0.0,3.0,0
XS-36954,51,1,3,94,196.0,0,0,123,0,2.9,3,3.0,3.0,0
XA-22088,43,0,3,126,209.0,0,0,132,0,0.2,2,0.0,7.0,0
IM-46773,58,1,4,125,258.0,0,2,141,1,2.6,2,2.0,7.0,1
RA-15612,43,1,4,150,244.0,0,2,181,0,0.0,1,0.0,3.0,0
JR-94030,55,0,4,140,258.0,0,2,159,0,1.3,2,0.0,3.0,0
TE-62176,59,1,4,140,293.0,0,2,182,0,0.0,1,1.0,3.0,1
FQ-73870,66,0,3,155,277.0,0,2,120,0,0.8,2,0.0,3.0,0
WR-41151,50,1,3,129,149.0,0,0,147,0,2.2,2,0.0,3.0,0
ZF-61949,64,1,4,128,309.0,0,0,105,1,2.0,2,3.0,7.0,1
WR-84115,51,1,3,94,222.0,0,0,143,1,2.0,3,0.0,7.0,0
GI-77700,47,1,2,110,220.0,0,0,162,0,1.0,2,0.0,7.0,0
JL-55462,51,0,4,110,295.0,0,0,144,1,3.0,2,0.0,6.0,1
PA-25484,57,1,4,128,283.0,0,2,145,1,0.1,1,2.0,7.0,1
VS-22645,65,1,4,110,177.0,0,2,144,1,0.1,1,2.0,6.0,1
NN-26623,58,1,4,128,177.0,0,2,138,1,3.4,2,3.0,3.0,0
HP-54362,39,1,3,130,321.0,0,0,152,0,0.4,1,1.0,3.0,0
GR-48086,40,1,3,140,214.0,0,0,132,0,0.8,2,0.0,3.0,0
AG-14350,57,1,4,140,184.0,0,2,105,1,2.1,2,1.0,7.0,1
YW-66619,66,0,4,140,223.0,0,2,154,0,0.0,1,0.0,3.0,0
QE-22921,41,1,3,130,214.0,0,2,188,0,0.0,1,0.0,7.0,0
TL-52090,41,0,3,126,198.0,0,0,132,0,0.2,2,0.0,3.0,1
DL-35335,58,1,3,128,273.0,0,2,157,0,0.0,1,1.0,3.0,0
PV-63187,59,0,3,135,342.0,0,2,155,1,0.0,1,0.0,3.0,0
ZF-75024,54,1,2,192,199.0,1,0,163,0,0.6,1,0.0,7.0,0
MC-49785,39,1,3,140,175.0,0,0,163,0,0.0,1,0.0,3.0,0
ZW-52848,57,0,2,140,240.0,0,2,180,0,0.0,1,0.0,3.0,1
PE-76637,74,0,4,115,197.0,0,0,136,1,1.8,2,1.0,3.0,0
FU-21098,77,0,4,140,265.0,0,0,146,0,0.1,2,0.0,3.0,0
DK-67198,69,1,1,140,254.0,0,2,172,0,0.0,1,0.0,3.0,0
CX-03430,71,0,2,110,211.0,0,0,96,0,1.4,2,1.0,3.0,0
SC-72278,52,1,4,128,205.0,0,0,168,0,0.0,1,2.0,7.0,0
VZ-94998,35,1,1,120,157.0,1,2,170,0,2.3,1,0.0,3.0,0
FL-54451,56,1,4,140,283.0,0,2,132,1,0.0,2,0.0,6.0,1
XG-65304,60,1,4,120,300.0,0,2,142,1,3.2,2,0.0,6.0,1
DQ-88916,52,1,4,128,203.0,0,0,168,1,0.0,1,1.0,7.0,0
LL-31000,42,1,3,130,255.0,0,0,165,0,0.0,1,,3.0,0
XP-54727,59,0,2,130,330.0,0,2,115,1,0.4,2,1.0,3.0,0
MM-97006,70,0,4,106,239.0,0,0,136,1,2.8,2,1.0,7.0,1
MW-56807,58,0,3,102,354.0,0,0,141,0,0.0,1,0.0,7.0,1
QN-71768,42,0,2,108,220.0,0,0,153,0,0.0,1,0.0,3.0,1
EU-51916,61,1,4,140,177.0,0,2,144,1,2.6,2,2.0,6.0,1
CW-61847,45,1,4,110,204.0,0,2,120,1,1.0,2,1.0,7.0,1
AL-84630,54,1,3,172,227.0,1,2,164,0,0.0,1,1.0,7.0,0
RH-98193,63,0,4,138,294.0,0,2,169,0,0.0,1,1.0,3.0,1
RT-11192,51,0,3,120,178.0,0,0,139,0,0.8,1,0.0,3.0,0
VM-37774,47,1,3,120,255.0,0,0,168,0,0.0,1,0.0,3.0,0
PT-55686,57,0,2,170,249.0,1,0,163,0,0.0,3,2.0,7.0,0
CI-76287,64,0,3,180,278.0,1,2,159,0,0.0,1,1.0,3.0,0
AD-62822,47,1,4,138,299.0,0,0,186,0,0.0,1,0.0,3.0,0
SO-68203,45,1,2,120,197.0,0,0,172,0,0.0,1,2.0,3.0,0
CA-04805,52,1,4,125,212.0,0,0,168,1,0.0,1,0.0,7.0,1
YG-29038,39,1,1,120,157.0,0,2,172,0,0.0,1,0.0,3.0,0
MO-53534,46,1,3,120,180.0,0,0,126,0,2.0,3,2.0,7.0,1
TN-63996,51,0,3,130,197.0,0,0,165,0,1.9,1,0.0,7.0,0
AG-87173,64,1,3,130,187.0,0,0,131,0,1.8,2,3.0,7.0,1
RG-74053,55,1,4,120,188.0,0,0,168,0,0.0,1,1.0,7.0,0
WZ-98692,52,1,4,128,298.0,0,0,156,1,0.4,1,1.0,7.0,1
MJ-17471,39,1,3,120,214.0,0,0,170,0,0.0,2,0.0,3.0,0
LT-23643,55,1,4,130,239.0,0,0,155,1,0.4,2,0.0,7.0,1
CI-60499,65,1,3,128,187.0,1,2,96,0,1.8,2,0.0,3.0,0
MP-07444,34,1,2,130,198.0,0,0,174,0,0.0,1,0.0,3.0,0
KI-84311,46,1,4,112,230.0,0,0,144,1,3.0,3,,7.0,1
BI-68551,57,1,3,150,211.0,0,0,165,0,1.6,1,0.0,7.0,0
CO-89180,60,0,4,174,249.0,0,2,160,0,1.3,3,1.0,3.0,1
QM-20878,53,0,3,160,164.0,0,0,164,0,0.0,2,0.0,3.0,1
WD-57334,52,0,3,136,304.0,0,1,152,0,0.0,1,0.0,3.0,0
GQ-09119,63,0,4,150,241.0,0,2,154,0,1.6,3,0.0,3.0,0
KH-58325,64,1,4,120,277.0,0,0,99,0,2.1,2,1.0,7.0,1
NX-88227,59,0,3,120,244.0,0,0,115,0,0.0,1,1.0,3.0,0
TO-23211,60,1,4,150,176.0,0,0,111,1,0.0,2,0.0,6.0,1
RI-97371,57,1,4,110,201.0,0,0,168,0,0.0,2,2.0,7.0,1
BF-59063,56,0,1,160,225.0,0,2,163,0,0.0,1,0.0,3.0,1
NN-72038,54,0,3,110,248.0,0,2,165,0,0.0,1,0.0,3.0,0
IS-18512,77,0,2,120,302.0,0,2,97,0,0.0,2,1.0,3.0,0
YA-86537,41,1,1,152,231.0,0,2,182,0,0.6,2,0.0,7.0,0
OB-56159,51,0,3,110,178.0,0,0,123,0,1.5,1,0.0,3.0,0
SZ-37505,52,0,3,135,304.0,0,0,171,1,0.0,1,0.0,3.0,0
BD-31472,41,1,4,132,182.0,0,2,168,0,0.0,1,0.0,6.0,0
WP-82730,59,1,4,135,221.0,0,0,160,0,0.0,1,0.0,7.0,1
BL-95301,58,1,4,150,176.0,0,0,105,1,0.0,2,1.0,7.0,0
IK-05369,59,1,3,164,243.0,0,2,145,0,0.8,2,0.0,7.0,0
TE-14171,52,0,4,125,197.0,0,0,168,0,1.4,1,0.0,3.0,1
BJ-06525,62,1,3,140,254.0,1,0,158,0,1.4,2,2.0,3.0,0
CZ-09230,55,1,4,120,177.0,0,0,108,0,2.2,2,1.0,6.0,1
RD-10247,46,1,2,101,263.0,0,0,157,0,0.0,1,0.0,3.0,0
FL-27478,60,1,4,140,221.0,0,2,140,0,2.8,3,2.0,6.0,1
ET-83104,41,0,2,120,210.0,0,0,169,0,1.4,1,0.0,3.0,0
PT-43065,70,1,3,156,212.0,0,2,112,1,1.2,2,1.0,7.0,1
HT-76520,64,0,2,140,269.0,0,0,174,0,1.0,1,0.0,3.0,0
TT-83660,37,0,3,94,198.0,0,0,202,0,0.0,1,0.0,3.0,0
PM-79518,61,1,1,170,289.0,0,2,145,0,2.8,2,0.0,7.0,0
GA-78905,44,1,2,110,229.0,0,0,173,0,0.8,2,0.0,6.0,0
JC-33067,70,0,2,106,211.0,0,0,115,0,0.4,1,1.0,3.0,0
NY-98292,65,0,4,140,228.0,0,0,143,0,0.0,2,0.0,3.0,0
ZD-29943,59,1,2,164,203.0,1,0,148,0,1.4,1,2.0,3.0,1
FF-11298,50,0,4,140,234.0,0,2,166,0,0.0,1,0.0,3.0,0
FU-37867,67,1,3,140,335.0,0,0,150,0,0.0,1,0.0,3.0,0
RF-59298,59,1,4,140,221.0,0,0,130,1,1.8,3,3.0,,1
BY-41779,50,1,3,108,175.0,0,0,123,0,2.0,1,0.0,3.0,0
MY-94457,49,1,2,120,197.0,0,0,144,0,0.0,2,0.0,3.0,0
DA-79572,43,1,4,150,309.0,0,0,147,1,4.0,1,2.0,7.0,1
WC-61517,54,1,1,150,353.0,1,2,162,0,1.0,2,1.0,3.0,0
TV-20326,69,0,3,112,269.0,0,0,160,0,0.0,1,1.0,3.0,0
CW-04724,52,1,4,128,201.0,0,0,182,1,0.0,1,0.0,7.0,0
RM-03036,44,1,4,104,204.0,0,0,185,0,0.0,1,0.0,3.0,0
AG-55203,52,1,4,125,203.0,0,0,168,0,0.0,1,2.0,7.0,1
TI-70334,53,1,4,140,226.0,0,0,120,1,5.6,3,0.0,6.0,1
SA-69005,60,1,4,138,253.0,0,2,131,1,3.2,2,2.0,7.0,1
ES-88445,51,1,3,130,227.0,0,2,165,0,3.2,2,0.0,7.0,0
FY-85240,39,1,3,138,214.0,0,0,163,0,0.0,1,0.0,3.0,0
UB-38465,65,0,3,140,325.0,0,2,155,0,0.0,1,0.0,3.0,0
VY-36302,54,1,4,123,266.0,0,2,143,1,0.4,1,0.0,7.0,1
OJ-44453,47,1,3,118,315.0,0,0,156,0,0.6,3,2.0,7.0,0
AN-89585,55,1,2,130,286.0,0,2,152,1,0.8,1,0.0,7.0,0
ID-91125,58,1,4,132,234.0,0,2,156,1,0.0,1,0.0,7.0,0
GG-87321,39,0,3,105,209.0,0,0,170,0,0.0,1,0.0,3.0,0
KY-63813,44,1,4,104,208.0,0,2,143,1,1.2,2,0.0,3.0,0
XP-48671,56,1,4,130,207.0,0,2,108,1,1.6,2,0.0,7.0,1
AW-42934,57,1,4,132,283.0,0,0,109,1,1.8,2,1.0,7.0,1
EZ-31593,71,0,4,140,265.0,0,0,154,1,0.8,2,0.0,3.0,0
VQ-12208,52,1,4,128,226.0,0,0,156,1,0.0,1,0.0,7.0,0
FZ-88407,45,1,4,104,275.0,0,0,185,0,0.2,2,0.0,3.0,0
CR-35892,64,0,4,180,564.0,0,2,150,0,4.0,1,3.0,3.0,1
AK-77920,58,1,4,128,253.0,0,0,140,0,0.0,2,0.0,7.0,1
NX-65730,44,0,3,112,242.0,0,0,179,0,0.0,1,0.0,3.0,1
JY-68835,51,1,3,120,188.0,0,2,158,0,0.2,2,0.0,7.0,1
NN-99977,76,0,2,115,269.0,0,0,121,1,0.3,1,1.0,3.0,1
UJ-84385,58,1,4,146,203.0,0,0,111,1,0.9,2,0.0,7.0,1
PZ-27257,58,1,2,125,220.0,1,0,144,0,0.2,2,0.0,7.0,0
JI-52440,54,1,4,140,217.0,0,0,108,1,4.2,3,1.0,6.0,1
JH-84296,67,1,4,120,229.0,0,2,162,0,0.0,1,1.0,3.0,1
UC-78936,50,1,4,150,213.0,1,0,98,1,2.3,2,0.0,7.0,1
TH-46650,52,0,3,160,288.0,0,2,178,1,0.0,1,1.0,7.0,1
BK-88176,54,1,4,138,217.0,0,0,111,1,3.6,2,2.0,7.0,1
RX-06168,47,0,4,130,305.0,0,2,120,1,1.9,2,0.0,7.0,1
FQ-68229,54,0,4,110,340.0,0,0,157,1,0.0,1,0.0,3.0,0
DS-82179,53,0,3,136,308.0,0,0,149,0,0.0,2,0.0,3.0,0
OZ-34717,59,1,1,150,218.0,1,0,151,0,1.4,3,0.0,3.0,0
GN-18432,53,1,2,120,295.0,0,0,132,0,0.0,2,1.0,3.0,0
PP-24836,58,1,4,128,234.0,0,2,125,1,2.2,2,1.0,7.0,1
UM-87073,59,1,4,140,216.0,1,0,132,1,2.2,2,0.0,7.0,1
MJ-55820,74,0,4,106,239.0,0,0,106,1,3.0,2,1.0,3.0,1
GF-77116,51,1,4,110,206.0,0,2,144,1,1.0,2,3.0,3.0,1
PH-20438,57,1,1,170,288.0,0,2,163,0,0.2,2,2.0,7.0,1
FP-09451,68,0,3,140,239.0,0,2,162,0,0.6,1,0.0,3.0,1
ZL-56015,51,1,3,140,232.0,0,2,163,0,0.6,1,0.0,3.0,0
KM-81609,65,1,4,120,248.0,0,2,151,0,0.6,2,1.0,7.0,1
PI-13080,51,1,3,140,211.0,0,0,174,0,0.2,1,2.0,3.0,0
HB-89895,55,1,4,130,353.0,0,0,112,1,1.8,2,2.0,7.0,1
CY-84360,58,1,4,112,318.0,0,0,142,0,3.4,2,1.0,6.0,1
FW-38550,54,1,4,140,286.0,0,2,88,1,1.8,2,1.0,7.0,1
VJ-37869,43,1,4,150,311.0,0,2,125,1,1.0,2,0.0,7.0,1
MB-00533,44,1,4,112,264.0,0,2,143,0,0.3,2,0.0,7.0,0
IK-43931,48,1,4,150,274.0,0,0,171,0,0.0,1,2.0,7.0,1
FS-36497,60,0,3,120,295.0,0,0,160,0,1.6,1,0.0,3.0,0
SK-91292,53,0,4,124,305.0,0,2,122,1,0.6,1,0.0,3.0,0
FV-20176,52,0,3,128,236.0,1,2,165,1,0.0,1,0.0,3.0,0
HZ-18622,66,1,4,120,248.0,0,2,138,1,5.6,3,1.0,3.0,1
IR-45522,57,1,3,150,233.0,0,0,158,0,3.0,1,2.0,7.0,1
FU-60315,53,1,2,150,226.0,0,2,173,0,1.0,2,0.0,3.0,1
HO-54559,49,1,3,138,227.0,0,0,173,0,0.0,1,1.0,3.0,0
GU-95310,40,0,2,118,198.0,0,0,168,0,0.7,1,0.0,3.0,0
BT-89822,64,1,4,130,282.0,0,2,127,0,5.6,3,1.0,6.0,1
EG-98781,40,1,4,132,192.0,0,0,178,0,0.0,1,0.0,7.0,1
YF-58991,57,1,4,154,100.0,0,0,148,1,1.5,1,0.0,3.0,0
RY-79822,57,1,3,124,223.0,1,0,126,1,0.4,1,0.0,7.0,0
MZ-29255,69,1,1,160,245.0,1,0,112,1,0.1,2,0.0,6.0,0
JV-31175,56,1,4,132,283.0,0,2,103,1,2.1,2,1.0,7.0,1
MF-91421,51,0,4,144,305.0,0,0,120,1,2.0,2,0.0,6.0,1
WS-78240,68,1,3,140,282.0,1,2,114,1,3.6,2,1.0,3.0,0
HW-95442,62,0,4,124,209.0,0,0,122,1,2.0,2,1.0,7.0,1
MO-34515,54,1,4,110,275.0,0,2,116,1,1.0,2,2.0,3.0,0
PT-56993,58,1,3,146,233.0,1,2,169,0,0.0,1,0.0,3.0,0
LX-04540,50,1,4,144,299.0,0,0,128,1,0.0,2,0.0,7.0,1
RY-97398,57,1,4,110,234.0,0,0,144,1,1.8,2,1.0,6.0,1
YV-15032,46,1,4,110,211.0,0,0,144,1,2.8,2,0.0,7.0,1
QG-77062,60,0,1,170,164.0,1,0,148,0,2.6,3,0.0,3.0,1
GH-99423,57,1,2,124,232.0,0,0,169,0,0.0,1,1.0,3.0,1
NM-26545,66,1,4,135,335.0,0,2,132,0,3.4,2,1.0,6.0,1
AR-42588,52,0,3,135,294.0,0,1,149,0,0.0,1,0.0,3.0,0
RU-06174,39,1,3,112,214.0,0,0,149,0,0.0,2,0.0,6.0,1
XU-27949,56,1,4,160,192.0,0,0,126,1,2.3,2,2.0,6.0,1
FZ-80169,54,0,3,128,263.0,0,2,160,0,1.6,2,0.0,3.0,0
JY-57832,58,1,4,128,259.0,0,2,130,1,1.8,2,1.0,7.0,1
SA-44372,61,1,2,145,176.0,0,0,148,0,1.4,1,2.0,3.0,0
MV-80376,34,1,4,120,198.0,0,0,122,1,0.9,2,,7.0,1
PM-88606,58,1,2,150,273.0,0,0,166,0,0.2,1,2.0,3.0,0
FU-78386,57,0,3,135,288.0,0,2,162,0,0.1,1,1.0,3.0,0
FS-21871,63,0,4,108,295.0,0,0,122,1,3.0,2,2.0,7.0,1
MM-58972,64,1,4,140,263.0,0,2,132,0,3.6,2,2.0,7.0,1
GR-30900,63,1,1,134,254.0,1,0,164,1,3.8,1,0.0,3.0,0
PL-16390,54,1,2,172,199.0,1,0,162,0,0.4,1,2.0,7.0,1
DO-97072,42,1,2,130,247.0,0,0,152,0,0.0,2,0.0,3.0,0
BC-47339,63,1,4,130,304.0,0,2,144,0,0.0,2,0.0,7.0,0
KX-21096,48,0,3,105,244.0,0,0,150,0,0.5,2,0.0,3.0,0
KY-95264,55,0,4,140,244.0,0,0,122,1,2.0,2,1.0,3.0,1
SU-34874,59,1,2,126,230.0,0,0,134,1,1.4,1,0.0,3.0,0
YU-93374,63,0,4,140,409.0,0,2,150,0,1.2,2,0.0,3.0,0
IC-25215,57,1,2,150,236.0,0,0,180,0,0.0,1,0.0,3.0,0
BG-28369,60,1,4,150,176.0,0,0,105,1,0.6,2,0.0,7.0,0
BA-60954,46,1,2,122,219.0,0,0,184,0,0.0,1,0.0,7.0,0
YD-68289,54,1,3,150,232.0,1,0,163,1,0.0,1,0.0,3.0,0
RZ-51076,64,1,4,140,208.0,0,2,158,0,0.0,1,0.0,7.0,1
WN-83123,51,1,2,140,299.0,0,0,142,0,0.0,2,3.0,6.0,1
JY-69312,70,1,4,125,330.0,0,2,162,0,0.0,1,0.0,3.0,1
UY-81418,56,0,4,135,394.0,0,2,150,1,1.2,3,0.0,3.0,0
MX-70672,46,1,4,124,308.0,1,2,136,1,2.8,2,0.0,7.0,1
WN-05441,58,1,4,120,260.0,0,2,141,0,3.6,2,2.0,7.0,1
NP-24265,44,0,3,120,160.0,0,0,162,0,1.6,1,0.0,7.0,1
XA-28164,65,1,3,130,187.0,0,2,115,0,3.6,2,1.0,6.0,1
KJ-47534,39,0,3,118,199.0,1,0,168,0,0.0,1,0.0,3.0,0
UA-73658,43,0,2,120,198.0,0,0,179,0,0.0,1,0.0,3.0,0
RV-25122,58,1,3,120,258.0,0,2,132,1,0.8,1,3.0,3.0,0
MQ-73049,58,1,4,114,234.0,0,2,160,0,0.0,1,0.0,7.0,0
XR-16613,52,0,3,136,294.0,0,1,142,0,1.1,2,0.0,3.0,0
HE-32862,40,1,4,140,219.0,0,0,182,0,0.0,1,0.0,3.0,0
IO-35217,60,1,1,150,203.0,0,0,157,0,0.8,1,2.0,3.0,0
TA-31549,62,1,4,120,211.0,0,0,105,1,1.6,2,0.0,7.0,1
DP-34170,53,1,4,122,282.0,0,0,95,1,2.2,3,0.0,6.0,1
IT-81017,41,1,2,120,223.0,0,0,182,0,0.0,1,0.0,3.0,0
SS-46103,74,0,4,140,211.0,0,0,143,1,1.4,2,0.0,3.0,0
DD-99386,56,1,4,130,184.0,0,2,108,1,0.4,2,1.0,6.0,0
WS-46244,53,1,2,130,226.0,0,0,173,0,0.0,1,2.0,3.0,0
ER-72429,47,1,4,140,261.0,0,2,156,1,3.6,2,0.0,7.0,1
VH-59161,55,1,4,120,177.0,0,0,111,0,0.4,1,1.0,7.0,1
UG-20284,52,0,2,128,330.0,0,2,167,0,0.6,2,0.0,3.0,0
DO-08778,41,1,4,152,219.0,0,2,128,1,0.6,2,2.0,7.0,0
GO-41892,59,1,4,170,274.0,1,2,140,1,0.0,1,0.0,7.0,1
VQ-70162,66,1,1,160,245.0,1,2,112,0,2.6,2,2.0,7.0,1
HF-04219,40,1,3,130,214.0,0,0,165,0,0.0,1,0.0,3.0,0
NG-61603,41,1,4,115,167.0,0,0,122,1,6.2,3,0.0,7.0,1
UI-92647,65,1,4,112,177.0,0,0,99,0,0.6,2,1.0,7.0,0
WL-10983,56,1,2,120,221.0,0,0,125,0,1.4,1,1.0,3.0,0
OO-62767,66,0,3,146,277.0,0,2,143,0,1.2,2,1.0,3.0,0
BT-67054,54,1,2,108,325.0,0,0,157,0,0.0,1,0.0,7.0,0
EG-32412,51,0,3,140,308.0,0,0,159,0,1.4,1,1.0,3.0,0
CL-29804,66,1,2,140,263.0,0,0,162,0,0.0,1,0.0,3.0,0
UJ-47265,63,0,4,138,394.0,0,2,163,0,1.9,1,0.0,7.0,0
LO-86002,57,1,3,140,243.0,1,2,174,0,1.2,2,2.0,6.0,1
CP-70114,50,1,3,129,149.0,1,0,173,0,0.0,1,3.0,3.0,0
FL-28414,59,1,4,170,326.0,0,2,105,1,4.4,3,2.0,7.0,1
HS-72693,59,1,4,170,283.0,1,2,161,1,0.6,2,1.0,7.0,1
JH-53307,64,0,4,130,225.0,1,2,106,0,1.9,2,1.0,7.0,1
AE-51268,45,1,2,128,315.0,0,2,141,0,0.2,1,0.0,3.0,0
WY-66400,66,1,4,120,246.0,0,0,163,1,0.0,3,2.0,3.0,1
TO-78390,66,1,4,120,211.0,1,0,141,0,2.5,2,2.0,7.0,1
PH-42097,51,1,4,140,274.0,1,2,161,0,0.5,1,0.0,7.0,1
MH-57353,56,1,4,130,184.0,0,0,155,1,0.4,2,2.0,7.0,0
CF-96357,55,0,2,135,283.0,0,2,156,0,0.0,1,0.0,3.0,0
PC-05065,62,0,4,140,268.0,0,2,154,0,1.4,2,0.0,3.0,1
HZ-19205,35,1,4,120,172.0,0,0,140,0,2.0,2,0.0,7.0,1
LP-50372,64,1,4,128,254.0,0,0,99,1,0.2,2,1.0,7.0,1
OV-36411,49,1,3,130,245.0,1,2,179,0,0.0,1,0.0,3.0,0
NH-96769,57,1,4,132,249.0,0,2,111,1,3.2,2,1.0,3.0,1
QJ-61067,67,0,4,140,325.0,1,0,161,1,0.4,2,0.0,3.0,0
FY-88777,50,1,3,124,188.0,0,0,123,0,0.6,1,0.0,7.0,0
CK-49565,59,1,4,164,218.0,1,0,111,1,1.5,2,0.0,,1
LE-92486,58,1,4,125,230.0,0,0,125,1,3.6,3,1.0,7.0,1
MF-38433,57,1,1,160,131.0,1,0,163,0,1.4,1,2.0,3.0,0
BM-45216,67,0,4,120,564.0,0,2,169,0,0.8,1,0.0,3.0,0
XB-14793,41,1,2,110,199.0,0,0,173,1,0.0,1,0.0,7.0,0
TS-36919,63,0,3,120,178.0,0,0,96,0,1.5,2,0.0,3.0,1
OH-06889,46,1,4,140,311.0,0,2,120,0,2.6,2,0.0,7.0,1
TR-31447,54,1,2,128,289.0,0,2,170,0,0.5,1,1.0,7.0,0
AT-15892,69,1,3,144,234.0,0,2,146,0,0.6,2,0.0,7.0,1
MO-86587,59,1,4,150,176.0,0,2,161,0,0.0,1,0.0,7.0,0
HL-74809,55,1,2,120,325.0,0,0,156,0,0.1,1,0.0,7.0,1
HN-27580,49,1,3,130,149.0,0,0,174,0,3.2,1,0.0,3.0,0
EJ-78419,51,0,3,110,248.0,0,2,154,0,0.6,2,0.0,3.0,0
MF-11165,42,1,3,130,255.0,0,2,172,0,2.0,1,0.0,3.0,0
XM-80920,48,1,3,140,180.0,0,0,158,0,3.1,1,0.0,3.0,0
IZ-33867,41,0,3,130,306.0,0,0,163,0,0.0,1,0.0,3.0,1
SM-77374,50,1,1,140,226.0,0,0,169,0,0.8,2,0.0,3.0,0
PG-06007,59,1,4,140,166.0,0,2,156,1,1.4,2,1.0,7.0,1
OJ-36181,77,0,4,140,302.0,0,2,157,0,0.0,1,0.0,3.0,0
GK-93928,54,1,1,128,217.0,0,2,162,0,0.2,3,0.0,7.0,0
UH-86705,51,1,3,140,211.0,0,0,158,0,1.6,1,3.0,7.0,0
ZU-03274,76,0,3,110,149.0,0,0,103,0,0.2,1,1.0,3.0,0
GT-36111,59,0,1,150,288.0,0,2,171,0,1.4,3,0.0,3.0,0
KA-68525,44,0,3,108,234.0,0,2,180,0,0.0,1,0.0,3.0,0
CR-37792,53,1,4,140,205.0,0,0,126,1,1.4,1,1.0,7.0,1
XJ-10386,54,1,3,192,283.0,1,2,163,0,0.0,1,1.0,7.0,1
TV-14070,38,1,3,112,214.0,0,0,174,0,0.0,2,0.0,6.0,1
SX-60811,65,1,4,125,231.0,0,0,163,0,1.2,2,1.0,7.0,1
DP-78520,61,1,3,120,218.0,0,2,130,1,3.6,2,2.0,7.0,0
VU-85211,34,0,3,122,215.0,0,0,202,0,0.0,1,0.0,3.0,0
LZ-43233,60,1,4,130,216.0,0,2,125,1,0.9,2,3.0,7.0,1
TG-16447,58,1,3,128,197.0,0,0,139,0,2.0,2,2.0,7.0,0
MZ-78224,54,1,3,125,256.0,1,2,165,0,0.0,1,2.0,3.0,0
ID-61427,67,1,2,130,254.0,1,0,130,0,0.0,1,0.0,3.0,0
CI-11378,58,1,3,146,211.0,0,0,147,0,1.8,1,0.0,7.0,1
RD-54250,57,1,4,165,326.0,0,2,88,1,1.2,2,1.0,3.0,1
OD-38713,40,1,1,110,219.0,0,2,178,0,0.2,1,0.0,3.0,0
GW-76745,35,0,2,94,198.0,0,0,174,0,1.4,2,0.0,3.0,0
JC-88627,67,0,4,160,417.0,0,2,150,0,1.2,1,0.0,3.0,0
JM-74844,65,1,4,120,211.0,0,2,96,0,0.2,1,1.0,7.0,0
FT-64575,50,1,3,130,222.0,0,2,147,0,2.2,2,3.0,6.0,1
OJ-58004,71,0,4,152,265.0,0,0,154,1,0.8,2,0.0,3.0,0
DB-01930,54,0,3,108,244.0,0,0,166,0,1.6,2,0.0,3.0,0
WT-14130,67,1,3,140,335.0,1,0,143,1,3.6,2,2.0,3.0,0
AO-14782,52,1,3,130,197.0,0,0,152,1,1.9,3,3.0,3.0,1
DE-93259,59,1,4,138,293.0,0,2,142,1,3.2,1,2.0,7.0,1
OE-34711,40,1,3,130,250.0,0,0,162,0,3.2,1,2.0,3.0,0
RX-96339,59,1,2,135,293.0,0,2,133,0,1.4,1,0.0,3.0,0
BP-60308,43,1,4,110,303.0,0,0,181,0,1.2,2,0.0,7.0,1
TI-84744,65,1,4,125,208.0,0,0,141,0,2.5,2,2.0,7.0,1
JC-86698,52,1,2,120,220.0,0,0,190,0,0.0,1,0.0,3.0,0
PH-12186,56,0,4,135,305.0,0,2,131,1,0.2,2,0.0,3.0,0
KR-29902,58,1,4,146,273.0,0,2,105,1,2.0,2,2.0,7.0,1
EU-73672,58,1,3,140,168.0,1,2,163,0,0.4,2,1.0,7.0,1
GZ-95964,51,1,3,125,175.0,1,2,158,0,2.4,2,3.0,7.0,0
